Year,Utility ID,Name,Class,Owner,Size of Meter,First of Year,Added During Year,Retired During Year,Adjustments Increase or (Decrease),End of Year,Tested During Year,Residential,Commercial,Industrial,Public Authority,Wholesale Interdepartment or Utility Use,Multifamily Residential,Irrigation,Wholesale,Inter-D or Utility Use,In Stock and Deduct Meters,Total,
2022,3820,Monroe Municipal Water Utility,AB,Muni,1.000,212,6,2,,216,0,15,155,8,12,,19,,,,7,216,
2022,3820,Monroe Municipal Water Utility,AB,Muni,1.500,55,1,,,56,3,,44,2,10,,,,,,,56,
2022,3820,Monroe Municipal Water Utility,AB,Muni,2.000,46,1,,,47,5,,32,7,6,,,,,,2,47,
2022,3820,Monroe Municipal Water Utility,AB,Muni,3.000,16,3,1,,18,7,,3,8,6,,,,,,1,18,
2022,3820,Monroe Municipal Water Utility,AB,Muni,4.000,2,1,,,3,3,,1,1,1,,,,,,,3,
2022,3830,City of Montello Water Utility,D,Muni,0.750,733,60,89,,704,10,516,74,6,9,,,,,,51,704,
2022,3830,City of Montello Water Utility,D,Muni,1.000,13,2,,,15,0,,5,1,7,,,,,,2,15,
2022,3830,City of Montello Water Utility,D,Muni,1.500,18,,,,18,10,,11,1,3,,,,,,3,18,
2022,3830,City of Montello Water Utility,D,Muni,2.000,9,,,,9,8,,1,2,6,,,,,,,9,
2022,3830,City of Montello Water Utility,D,Muni,3.000,3,,,,3,3,,1,,2,,,,,,,3,
2022,3830,City of Montello Water Utility,D,Muni,4.000,2,,,,2,2,,,,2,,,,,,,2,
2022,3830,City of Montello Water Utility,D,Muni,6.000,3,,,,3,3,,,,3,,,,,,,3,
2022,3840,Montfort Municipal Water Utility,D,Muni,0.625,336,8,14,6,336,0,289,27,,11,,1,,,,8,336,
2022,3840,Montfort Municipal Water Utility,D,Muni,1.000,3,,,,3,0,,1,,1,,1,,,,,3,
2022,3840,Montfort Municipal Water Utility,D,Muni,1.500,3,,,,3,0,,1,,1,,1,,,,,3,
2022,3840,Montfort Municipal Water Utility,D,Muni,2.000,2,,,,2,0,,,1,1,,,,,,,2,
2022,3840,Montfort Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,1,,,,,,,,1,
2022,3850,Village of Monticello Water Utility,D,Muni,0.625,558,47,1,-20,584,2,464,39,,7,,3,,,,58,584,
2022,3850,Village of Monticello Water Utility,D,Muni,1.000,7,1,,-1,7,0,,3,,1,,1,,,,2,7,
2022,3850,Village of Monticello Water Utility,D,Muni,1.500,11,1,1,-1,10,0,,4,1,,,3,,,,2,10,
2022,3850,Village of Monticello Water Utility,D,Muni,2.000,8,,,,8,0,,,,5,,1,,,,2,8,
2022,3850,Village of Monticello Water Utility,D,Muni,3.000,4,1,,,5,1,,,1,1,1,,,,,,5,
2022,3850,Village of Monticello Water Utility,D,Muni,4.000,2,,,2,4,1,,,1,,1,,,,,1,4,
2022,3850,Village of Monticello Water Utility,D,Muni,8.000,1,,,,1,1,,,1,,,,,,,,1,
2022,3860,Montreal Municipal Water Utility,D,Muni,0.625,407,,2,6,411,0,402,9,,,,,,,,,411,
2022,3860,Montreal Municipal Water Utility,D,Muni,0.750,69,2,,-6,65,0,50,6,,4,,1,,,,4,65,
2022,3860,Montreal Municipal Water Utility,D,Muni,1.000,1,,,,1,0,,,,1,,,,,,,1,
2022,3860,Montreal Municipal Water Utility,D,Muni,1.500,2,,,,2,0,,,,,,1,,1,,,2,
2022,3860,Montreal Municipal Water Utility,D,Muni,6.000,2,,,,2,2,,,,,,,,2,,,2,
2022,3890,Mosinee Municipal Water And Sewer Utility,C,Muni,0.625,1867,39,21,,1885,39,1612,130,2,7,,121,,,,13,1885,
2022,3890,Mosinee Municipal Water And Sewer Utility,C,Muni,1.000,50,2,1,,51,2,3,31,2,6,,8,,,,1,51,
2022,3890,Mosinee Municipal Water And Sewer Utility,C,Muni,1.500,35,,,,35,9,,25,2,2,,5,,,,1,35,
2022,3890,Mosinee Municipal Water And Sewer Utility,C,Muni,2.000,16,1,,,17,3,,9,2,3,,1,,,,2,17,
2022,3890,Mosinee Municipal Water And Sewer Utility,C,Muni,3.000,6,,,,6,2,,2,1,3,,,,,,,6,
2022,3890,Mosinee Municipal Water And Sewer Utility,C,Muni,4.000,4,,,,4,1,,2,2,,,,,,,,4,
2022,3910,Village of Mount Calvary Municipal Water and Sewer,D,Muni,0.625,244,,,,244,0,217,20,,1,,2,,,,4,244,
2022,3910,Village of Mount Calvary Municipal Water and Sewer,D,Muni,0.750,1,,,,1,0,,1,,,,,,,,,1,
2022,3910,Village of Mount Calvary Municipal Water and Sewer,D,Muni,1.000,2,,,,2,0,,,,2,,,,,,,2,
2022,3910,Village of Mount Calvary Municipal Water and Sewer,D,Muni,2.000,4,,,,4,0,,2,,1,,,,,,1,4,
2022,3910,Village of Mount Calvary Municipal Water and Sewer,D,Muni,3.000,2,,,,2,0,,2,,,,,,,,,2,
2022,3910,Village of Mount Calvary Municipal Water and Sewer,D,Muni,4.000,2,,,,2,0,,2,,,,,,,,,2,
2022,3920,Mount Hope Municipal Water Utility,D,Muni,0.625,102,,6,7,103,6,83,9,,6,,2,,,,3,103,
2022,3920,Mount Hope Municipal Water Utility,D,Muni,1.000,1,,,,1,0,,1,,,,,,,,,1,
2022,3920,Mount Hope Municipal Water Utility,D,Muni,2.000,2,1,,,3,1,,1,,1,,,,,,1,3,
2022,3950,Mount Horeb Water And Sewer Utility,C,Muni,0.750,3889,208,,15,4112,342,2817,152,,7,,7,917,,,208,4112,
2022,3950,Mount Horeb Water And Sewer Utility,C,Muni,1.000,58,,,,58,1,,31,,9,,12,4,,,,58,
2022,3950,Mount Horeb Water And Sewer Utility,C,Muni,1.500,32,,,,32,10,,14,,7,,10,1,,,,32,
2022,3950,Mount Horeb Water And Sewer Utility,C,Muni,2.000,19,,,,19,5,,5,,4,,8,1,,1,,19,
2022,3950,Mount Horeb Water And Sewer Utility,C,Muni,3.000,8,2,1,,9,6,,2,,5,,1,1,,,,9,
2022,3950,Mount Horeb Water And Sewer Utility,C,Muni,4.000,2,,,,2,0,,,,1,,,1,,,,2,
2022,3960,Mount Sterling Municipal Water Utility,D,Muni,0.500,78,,45,,33,0,24,8,,1,,,,,,,33,
2022,3960,Mount Sterling Municipal Water Utility,D,Muni,0.625,60,28,,,88,28,55,,,,,,,,,33,88,
2022,3960,Mount Sterling Municipal Water Utility,D,Muni,1.000,4,4,1,,7,4,,2,2,,,,,,,3,7,
2022,3960,Mount Sterling Municipal Water Utility,D,Muni,2.000,1,,,,1,0,,1,,,,,,,,,1,
2022,3980,Mukwonago Municipal Water Utility,C,Muni,0.750,3157,160,16,3,3304,14,2702,154,18,5,,68,,,,333,3304,
2022,3980,Mukwonago Municipal Water Utility,C,Muni,1.000,106,,1,2,107,1,,39,20,7,,32,,,,3,107,
2022,3980,Mukwonago Municipal Water Utility,C,Muni,1.500,58,,,,58,1,,24,9,6,,4,,,,13,58,
2022,3980,Mukwonago Municipal Water Utility,C,Muni,2.000,50,,,,50,0,,8,2,1,,28,,,,11,50,
2022,3980,Mukwonago Municipal Water Utility,C,Muni,3.000,20,,,1,21,0,,2,2,4,,2,,,,11,21,
2022,3980,Mukwonago Municipal Water Utility,C,Muni,4.000,7,,,,7,0,,2,,2,1,,,,,2,7,
2022,4000,Muscoda Light And Water Utility,C,Muni,0.625,647,8,14,,641,14,512,48,2,9,,5,8,,,57,641,
2022,4000,Muscoda Light And Water Utility,C,Muni,1.000,16,,,,16,0,1,6,,3,,1,2,,,3,16,
2022,4000,Muscoda Light And Water Utility,C,Muni,1.500,13,,,,13,0,,2,1,2,,4,4,,,,13,
2022,4000,Muscoda Light And Water Utility,C,Muni,2.000,15,3,,,18,0,,5,3,3,,2,2,,,3,18,
2022,4000,Muscoda Light And Water Utility,C,Muni,3.000,1,,,,1,0,,,,1,,,,,,,1,
2022,4000,Muscoda Light And Water Utility,C,Muni,4.000,5,2,,,7,0,,,1,1,,,3,,,2,7,
2022,4000,Muscoda Light And Water Utility,C,Muni,6.000,1,,,,1,0,,,,,,,1,,,,1,
2022,4005,City of Muskego Water Public Utility,C,Muni,0.625,4275,400,192,,4483,122,4133,121,24,6,5,,,,31,163,4483,
2022,4005,City of Muskego Water Public Utility,C,Muni,0.750,73,13,,,86,11,44,26,7,3,2,,,,1,3,86,
2022,4005,City of Muskego Water Public Utility,C,Muni,1.000,85,5,3,,87,17,5,44,23,5,1,,,,1,8,87,
2022,4005,City of Muskego Water Public Utility,C,Muni,1.500,40,2,1,,41,15,,23,9,4,,,,,3,2,41,
2022,4005,City of Muskego Water Public Utility,C,Muni,2.000,47,1,2,,46,9,,31,6,4,,,,,1,4,46,
2022,4005,City of Muskego Water Public Utility,C,Muni,3.000,15,,,,15,15,,3,2,3,5,,,,2,,15,
2022,4005,City of Muskego Water Public Utility,C,Muni,4.000,2,,,,2,2,,,,1,,,,,,1,2,
2022,4020,Village of Necedah Municipal Water Utility,D,Muni,0.750,433,8,6,,435,0,324,31,4,6,,1,,,,69,435,
2022,4020,Village of Necedah Municipal Water Utility,D,Muni,1.000,22,,,,22,0,,8,4,4,,6,,,,,22,
2022,4020,Village of Necedah Municipal Water Utility,D,Muni,1.250,2,,,,2,0,,,,,,2,,,,,2,
2022,4020,Village of Necedah Municipal Water Utility,D,Muni,1.500,6,,,,6,0,,2,1,,,1,,,,2,6,
2022,4020,Village of Necedah Municipal Water Utility,D,Muni,2.000,9,,,,9,0,,2,1,3,,2,,,,1,9,
2022,4020,Village of Necedah Municipal Water Utility,D,Muni,3.000,4,,,,4,0,,,1,1,,,,,,2,4,
2022,4020,Village of Necedah Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,,1,,,,,,,1,
2022,4020,Village of Necedah Municipal Water Utility,D,Muni,10.000,1,,,,1,0,,,1,,,,,,,,1,
2022,4030,City of Neenah Water Utility,AB,Muni,0.625,10422,1156,1125,,10453,1138,9937,449,31,11,,25,,,,,10453,
2022,4030,City of Neenah Water Utility,AB,Muni,1.000,631,89,88,,632,73,435,143,21,12,,20,,,,1,632,
2022,4030,City of Neenah Water Utility,AB,Muni,1.500,126,24,11,,139,23,9,54,19,11,,35,,,,11,139,
2022,4030,City of Neenah Water Utility,AB,Muni,2.000,122,61,45,,138,51,2,69,18,24,,14,,,,11,138,
2022,4030,City of Neenah Water Utility,AB,Muni,3.000,17,26,21,,22,21,,11,6,4,,1,,,,,22,
2022,4030,City of Neenah Water Utility,AB,Muni,4.000,21,24,24,,21,21,,6,11,,,,,,,4,21,
2022,4030,City of Neenah Water Utility,AB,Muni,6.000,4,4,4,,4,4,,,4,,,,,,,,4,
2022,4040,City of Neillsville Municipal Water Utility,C,Muni,0.625,1059,,18,,1041,0,913,102,1,13,,3,,,,9,1041,
2022,4040,City of Neillsville Municipal Water Utility,C,Muni,0.750,5,,,,5,0,,3,,2,,,,,,,5,
2022,4040,City of Neillsville Municipal Water Utility,C,Muni,1.000,96,,3,,93,0,40,31,3,13,,1,,,,5,93,
2022,4040,City of Neillsville Municipal Water Utility,C,Muni,1.500,26,,,,26,1,2,12,3,5,,4,,,,,26,
2022,4040,City of Neillsville Municipal Water Utility,C,Muni,2.000,23,,,,23,1,,8,2,6,,7,,,,,23,
2022,4040,City of Neillsville Municipal Water Utility,C,Muni,3.000,5,,,,5,3,,1,,4,,,,,,,5,
2022,4040,City of Neillsville Municipal Water Utility,C,Muni,4.000,7,,1,4,10,6,,,1,3,4,2,,,,,10,
2022,4040,City of Neillsville Municipal Water Utility,C,Muni,6.000,0,,,3,3,2,,,,,3,,,,,,3,
2022,4040,City of Neillsville Municipal Water Utility,C,Muni,8.000,0,,,1,1,1,,,,,1,,,,,,1,
2022,4050,Nekoosa Municipal Water Utility,C,Muni,0.625,1037,96,56,,1077,0,874,46,7,8,,3,,,,139,1077,
2022,4050,Nekoosa Municipal Water Utility,C,Muni,1.000,26,,1,,25,0,,10,,11,,4,,,,,25,
2022,4050,Nekoosa Municipal Water Utility,C,Muni,1.500,2,,,,2,0,,1,1,,,,,,,,2,
2022,4050,Nekoosa Municipal Water Utility,C,Muni,2.000,14,,,,14,3,,3,1,5,,5,,,,,14,
2022,4050,Nekoosa Municipal Water Utility,C,Muni,3.000,5,,,,5,5,,,,3,,2,,,,,5,
2022,4050,Nekoosa Municipal Water Utility,C,Muni,4.000,2,,,,2,0,,,2,,,,,,,,2,
2022,4060,Nelson Water And Sewer Department,D,Muni,0.750,160,,,,160,0,136,17,,2,,,,,,5,160,
2022,4060,Nelson Water And Sewer Department,D,Muni,1.250,1,,,,1,0,,1,,,,,,,,,1,
2022,4060,Nelson Water And Sewer Department,D,Muni,2.000,7,,,,7,0,,4,,,,,,,,3,7,
2022,4060,Nelson Water And Sewer Department,D,Muni,4.000,2,,,,2,0,,,,2,,,,,,,2,
2022,4080,New Auburn Municipal Water Utility,D,Muni,0.625,197,180,197,27,207,0,168,23,2,2,,3,,,,9,207,
2022,4080,New Auburn Municipal Water Utility,D,Muni,1.000,4,5,4,,5,0,,2,2,,,,,,,1,5,
2022,4080,New Auburn Municipal Water Utility,D,Muni,1.500,2,3,1,,4,0,,,1,,,2,,,,1,4,
2022,4080,New Auburn Municipal Water Utility,D,Muni,2.000,2,2,2,,2,0,,,,,,2,,,,,2,
2022,4080,New Auburn Municipal Water Utility,D,Muni,3.000,3,2,2,,3,3,,,,2,,,,,,1,3,
2022,4080,New Auburn Municipal Water Utility,D,Muni,4.000,1,,0,,1,1,,,1,,,,,,,,1,
2022,4090,New Berlin Water Utility,AB,Muni,0.625,9930,1168,1140,,9958,1194,8163,1195,18,3,,16,,,,563,9958,
2022,4090,New Berlin Water Utility,AB,Muni,0.750,100,20,0,,120,0,13,45,20,2,,13,,,,27,120,
2022,4090,New Berlin Water Utility,AB,Muni,1.000,408,20,20,,408,20,10,171,32,9,,132,,,,54,408,
2022,4090,New Berlin Water Utility,AB,Muni,1.500,272,,,,272,51,,72,28,5,,52,,,,115,272,
2022,4090,New Berlin Water Utility,AB,Muni,2.000,264,5,2,,267,39,,47,16,8,,68,,,,128,267,
2022,4090,New Berlin Water Utility,AB,Muni,3.000,46,10,3,,53,0,,10,7,5,,6,,,,25,53,
2022,4090,New Berlin Water Utility,AB,Muni,4.000,9,1,,,10,0,,2,2,,,,,,,6,10,
2022,4100,New Glarus Light And Water Works,C,Muni,0.625,905,12,,1,918,0,786,76,1,6,1,1,,,,23,918,
2022,4100,New Glarus Light And Water Works,C,Muni,0.750,14,,,,14,0,1,10,,1,,2,,,,,14,
2022,4100,New Glarus Light And Water Works,C,Muni,1.000,34,,1,,33,3,1,17,1,3,,6,,,,5,33,
2022,4100,New Glarus Light And Water Works,C,Muni,1.500,15,,,,15,2,,5,,2,,2,,,,6,15,
2022,4100,New Glarus Light And Water Works,C,Muni,2.000,19,,,,19,2,,6,3,1,,2,,,,7,19,
2022,4100,New Glarus Light And Water Works,C,Muni,3.000,8,,,,8,3,,2,1,2,2,,,,,1,8,
2022,4100,New Glarus Light And Water Works,C,Muni,4.000,2,,,,2,0,,,1,,,,,,,1,2,
2022,4110,New Holstein Public Utility,C,Muni,0.750,1399,,11,-1,1387,175,1262,86,4,8,,7,,,,20,1387,
2022,4110,New Holstein Public Utility,C,Muni,1.000,34,,,1,35,9,3,15,3,2,,7,,,,5,35,
2022,4110,New Holstein Public Utility,C,Muni,1.500,32,,,-1,31,5,,7,3,5,,14,,,,2,31,
2022,4110,New Holstein Public Utility,C,Muni,2.000,14,,,,14,2,,3,3,4,,4,,,,,14,
2022,4110,New Holstein Public Utility,C,Muni,3.000,7,,,,7,0,,,,3,,1,,,,3,7,
2022,4120,City of New Lisbon Electric and Water Utility,C,Muni,0.625,527,22,12,,537,0,467,43,10,4,,7,,,,6,537,
2022,4120,City of New Lisbon Electric and Water Utility,C,Muni,0.750,16,13,,,29,0,3,6,,5,,3,,,,12,29,
2022,4120,City of New Lisbon Electric and Water Utility,C,Muni,1.000,27,3,,,30,0,,14,2,5,,2,,,,7,30,
2022,4120,City of New Lisbon Electric and Water Utility,C,Muni,1.250,1,,,,1,0,,1,,,,,,,,,1,
2022,4120,City of New Lisbon Electric and Water Utility,C,Muni,1.500,7,2,,,9,3,,,1,4,,2,,,,2,9,
2022,4120,City of New Lisbon Electric and Water Utility,C,Muni,2.000,19,,,,19,3,,7,4,4,,4,,,,,19,
2022,4120,City of New Lisbon Electric and Water Utility,C,Muni,3.000,3,1,,,4,3,,2,1,1,,,,,,,4,
2022,4120,City of New Lisbon Electric and Water Utility,C,Muni,4.000,1,,,,1,0,,,,,,1,,,,,1,
2022,4120,City of New Lisbon Electric and Water Utility,C,Muni,6.000,1,,,,1,1,,,,1,,,,,,,1,
2022,4130,New London Electric and Water Utility,AB,Muni,0.750,2880,98,8,,2970,164,2520,187,12,6,1,7,103,,4,130,2970,
2022,4130,New London Electric and Water Utility,AB,Muni,1.000,68,4,,,72,0,4,34,5,7,4,10,4,,1,3,72,
2022,4130,New London Electric and Water Utility,AB,Muni,1.500,46,6,,,52,7,,9,,2,,33,3,,,5,52,
2022,4130,New London Electric and Water Utility,AB,Muni,2.000,48,,1,,47,9,,13,8,6,1,11,7,,,1,47,
2022,4130,New London Electric and Water Utility,AB,Muni,3.000,18,,,,18,1,,3,1,2,,3,4,,4,1,18,
2022,4130,New London Electric and Water Utility,AB,Muni,4.000,9,1,,,10,1,,2,3,3,,,1,,,1,10,
2022,4130,New London Electric and Water Utility,AB,Muni,6.000,8,2,2,-1,7,7,,,,,,1,,,6,,7,
2022,4130,New London Electric and Water Utility,AB,Muni,8.000,3,,,,3,3,,,,,,,,,3,,3,
2022,4130,New London Electric and Water Utility,AB,Muni,10.000,2,,1,,1,1,,,,,,,,,1,,1,
2022,4140,New Richmond Municipal Water Utility,C,Muni,0.625,5063,504,39,1,5529,31,4018,205,14,5,5,11,872,,1,372,5529,
2022,4140,New Richmond Municipal Water Utility,C,Muni,1.000,164,4,3,,165,0,6,60,11,9,,28,35,,2,13,165,
2022,4140,New Richmond Municipal Water Utility,C,Muni,1.500,61,10,,,71,31,,17,4,4,,16,19,,1,8,71,
2022,4140,New Richmond Municipal Water Utility,C,Muni,2.000,47,6,,,53,20,,22,2,3,,8,10,,1,5,53,
2022,4140,New Richmond Municipal Water Utility,C,Muni,3.000,18,,,,18,13,,2,3,8,,4,,,,1,18,
2022,4140,New Richmond Municipal Water Utility,C,Muni,4.000,4,,,,4,2,,1,,1,,,,,,2,4,
2022,4140,New Richmond Municipal Water Utility,C,Muni,6.000,3,,,,3,3,,,1,1,,1,,,,,3,
2022,4150,Niagara Municipal Water Utility,D,Muni,0.625,585,16,6,7,602,0,566,19,,1,,,,,,16,602,
2022,4150,Niagara Municipal Water Utility,D,Muni,0.750,192,8,2,-6,192,0,168,10,,3,,,,,,11,192,
2022,4150,Niagara Municipal Water Utility,D,Muni,1.000,28,4,1,-1,30,0,,16,,7,,3,,,,4,30,
2022,4150,Niagara Municipal Water Utility,D,Muni,1.500,3,,,,3,0,,1,,,,2,,,,,3,
2022,4150,Niagara Municipal Water Utility,D,Muni,2.000,7,,2,,5,0,,1,,3,,1,,,,,5,
2022,4150,Niagara Municipal Water Utility,D,Muni,3.000,1,,,,1,0,,1,,,,,,,,,1,
2022,4150,Niagara Municipal Water Utility,D,Muni,4.000,1,1,0,,2,0,,,,1,,,,,,1,2,
2022,4150,Niagara Municipal Water Utility,D,Muni,6.000,1,,1,,0,0,,,,,,,,,,,0,
2022,4170,Nichols Municipal Water Utility,D,Muni,0.625,158,,,,158,0,113,4,2,6,,1,,,,32,158,
2022,4170,Nichols Municipal Water Utility,D,Muni,1.000,2,,,,2,0,,1,1,,,,,,,,2,
2022,4170,Nichols Municipal Water Utility,D,Muni,1.500,3,,,,3,2,,,1,,,1,,,,1,3,
2022,4170,Nichols Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,,1,,,,,,,1,
2022,4225,Northfield Sanitary District No 1,D,Sani,0.625,35,,,,35,0,17,9,,1,,,,,,8,35,
2022,4225,Northfield Sanitary District No 1,D,Sani,0.750,15,,,,15,0,15,,,,,,,,,,15,
2022,4225,Northfield Sanitary District No 1,D,Sani,1.000,1,,,,1,0,,,,1,,,,,,,1,
2022,4230,North Fond Du Lac Water Utility,C,Muni,0.625,2022,173,60,3,2138,0,1915,55,,3,,3,,,,122,2138,
2022,4230,North Fond Du Lac Water Utility,C,Muni,0.750,622,16,4,,634,0,555,53,,3,,,,,,19,634,
2022,4230,North Fond Du Lac Water Utility,C,Muni,1.000,52,,1,,51,0,3,34,,3,,3,,,,7,51,
2022,4230,North Fond Du Lac Water Utility,C,Muni,1.500,29,,,,29,0,,13,,2,,10,,,,2,29,
2022,4230,North Fond Du Lac Water Utility,C,Muni,2.000,32,,,,32,0,,13,,7,,3,,,,8,32,
2022,4230,North Fond Du Lac Water Utility,C,Muni,3.000,2,,,,2,0,,,,1,,1,,,,,2,
2022,4230,North Fond Du Lac Water Utility,C,Muni,4.000,5,,,,5,0,,,,3,,,,,,1,5,
2022,4240,North Freedom Municipal Water Utility,D,Muni,0.625,241,,,,241,0,229,9,1,2,,,,,,,241,
2022,4240,North Freedom Municipal Water Utility,D,Muni,0.750,6,,1,,5,0,2,,,,,,,,,3,5,
2022,4240,North Freedom Municipal Water Utility,D,Muni,1.000,1,,,,1,0,,,,1,,,,,,,1,
2022,4240,North Freedom Municipal Water Utility,D,Muni,1.500,1,,,,1,0,,,,1,,,,,,,1,
2022,4240,North Freedom Municipal Water Utility,D,Muni,2.000,3,,,,3,0,,2,,1,,,,,,,3,
2022,4290,Norwalk Municipal Water Utility,D,Muni,0.750,233,,4,,229,0,203,14,,6,,2,,,,4,229,
2022,4290,Norwalk Municipal Water Utility,D,Muni,1.000,3,,,,3,0,1,,,,,2,,,,,3,
2022,4290,Norwalk Municipal Water Utility,D,Muni,1.500,3,,,,3,0,,1,,1,,1,,,,,3,
2022,4290,Norwalk Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,,1,,,,,,,1,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,0.625,8889,325,478,,8736,490,8307,186,4,2,,1,,,,231,8736,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,0.750,54,,,,54,1,18,31,,,,,,,,3,54,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,1.000,406,2,,,408,0,9,165,6,8,1,205,,,,9,408,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,1.500,230,7,8,,229,45,,99,10,6,2,89,,,,22,229,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,2.000,296,5,,,301,84,1,115,11,13,1,151,,,,7,301,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,2.500,1,,,,1,0,,1,,,,,,,,,1,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,3.000,45,1,,,46,8,,25,8,3,,,,,,10,46,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,4.000,14,,,,14,5,,7,4,3,,,,,,,14,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,6.000,6,,,,6,6,,,1,2,1,,,2,,,6,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,8.000,4,,,,4,4,,1,2,,,,,1,,,4,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,10.000,4,,,,4,4,,,,,,,,4,,,4,
2022,4310,Oak Creek Water and Sewer Utility,AB,Muni,12.000,1,,,,1,1,,,1,,,,,,,,1,
2022,4325,Village of Oakdale Water Utility,D,Muni,0.750,126,,,-7,119,0,98,7,,1,,,,,,13,119,
2022,4325,Village of Oakdale Water Utility,D,Muni,1.000,9,,,,9,0,,3,,2,,1,,,,3,9,
2022,4325,Village of Oakdale Water Utility,D,Muni,1.500,7,,,-1,6,0,,4,,,,,,,,2,6,
2022,4325,Village of Oakdale Water Utility,D,Muni,2.000,1,,,,1,0,,1,,,,,,,,,1,
2022,4325,Village of Oakdale Water Utility,D,Muni,3.000,3,,,,3,3,,1,,1,1,,,,,,3,
2022,4330,Village of Oakfield Municipal Water Utility,D,Muni,0.625,414,42,41,,415,0,385,16,2,2,,3,,,2,1,415,
2022,4330,Village of Oakfield Municipal Water Utility,D,Muni,1.000,7,,,,7,0,1,2,1,,,1,,,2,,7,
2022,4330,Village of Oakfield Municipal Water Utility,D,Muni,1.500,3,,,,3,0,,,,1,,2,,,,,3,
2022,4330,Village of Oakfield Municipal Water Utility,D,Muni,2.000,6,,,,6,1,,1,1,2,,,,,2,,6,
2022,4330,Village of Oakfield Municipal Water Utility,D,Muni,3.000,2,,,,2,1,,1,,1,,,,,,,2,
2022,4330,Village of Oakfield Municipal Water Utility,D,Muni,6.000,1,,,,1,1,,,1,,,,,,,,1,
2022,4340,City of Oconomowoc Utilities,AB,Muni,0.625,1776,50,131,47,1742,0,1566,93,,2,,19,,,,59,1742,
2022,4340,City of Oconomowoc Utilities,AB,Muni,0.750,4563,206,27,156,4898,0,4519,244,8,10,,16,,,,95,4898,
2022,4340,City of Oconomowoc Utilities,AB,Muni,1.000,188,,13,5,180,5,62,74,9,7,,8,,,,12,180,
2022,4340,City of Oconomowoc Utilities,AB,Muni,1.500,134,12,,5,151,43,3,47,7,7,,72,,,,4,151,
2022,4340,City of Oconomowoc Utilities,AB,Muni,2.000,87,,1,14,100,23,,35,9,10,,26,,,,11,100,
2022,4340,City of Oconomowoc Utilities,AB,Muni,3.000,38,4,2,4,44,12,,14,1,7,,11,,,,7,44,
2022,4340,City of Oconomowoc Utilities,AB,Muni,4.000,13,,2,8,19,2,,6,2,,,2,,,,1,19,
2022,4340,City of Oconomowoc Utilities,AB,Muni,6.000,2,,,,2,2,,,,1,,1,,,,,2,
2022,4350,Oconto Utility Commission,C,Muni,0.625,1886,662,112,,2436,0,1599,125,8,9,,1,,,,658,2436,
2022,4350,Oconto Utility Commission,C,Muni,0.750,129,1,7,,123,0,85,15,6,4,,1,,,,8,123,
2022,4350,Oconto Utility Commission,C,Muni,1.000,35,13,10,,38,0,,17,7,,,8,,,,5,38,
2022,4350,Oconto Utility Commission,C,Muni,1.500,43,,2,,41,0,,6,3,1,,21,,,,9,41,
2022,4350,Oconto Utility Commission,C,Muni,2.000,18,,2,,16,0,,5,1,4,,4,,,,2,16,
2022,4350,Oconto Utility Commission,C,Muni,3.000,13,,,,13,0,,3,,9,,,,,,1,13,
2022,4350,Oconto Utility Commission,C,Muni,4.000,3,,1,,2,0,,,,2,,,,,,,2,
2022,4360,Oconto Falls Water And Light Commission,C,Muni,0.750,1114,11,6,248,1367,0,956,94,1,15,,18,,,,268,1367,
2022,4360,Oconto Falls Water And Light Commission,C,Muni,1.000,55,,,8,63,0,3,25,5,5,,9,,,,12,63,
2022,4360,Oconto Falls Water And Light Commission,C,Muni,1.500,31,,,,31,8,,6,,3,,18,,,,2,31,
2022,4360,Oconto Falls Water And Light Commission,C,Muni,2.000,20,,,,20,13,,9,2,3,,6,,,,,20,
2022,4360,Oconto Falls Water And Light Commission,C,Muni,3.000,2,,,,2,0,,,1,1,,,,,,,2,
2022,4360,Oconto Falls Water And Light Commission,C,Muni,4.000,5,,,,5,3,,2,1,2,,,,,,,5,
2022,4390,Oliver Municipal Water Plant,D,Muni,0.625,44,,,,44,0,44,,,,,,,,,,44,
2022,4390,Oliver Municipal Water Plant,D,Muni,0.750,3,,,,3,0,3,,,,,,,,,,3,
2022,4390,Oliver Municipal Water Plant,D,Muni,1.500,1,,,,1,0,1,,,,,,,,,,1,
2022,4400,City of Omro Water Utility,C,Muni,0.750,1551,43,46,,1548,6,1453,68,9,10,,8,,,,,1548,
2022,4400,City of Omro Water Utility,C,Muni,1.000,32,,,,32,0,1,12,5,5,,9,,,,,32,
