Year,Utility ID,Name,Class,Type,Disconnection Notices End Of Q1,Disconnection Notices End Of Q2,Disconnection Notices End Of Q3,Disconnection Notices End Of Q4,Disconnections End Of Q1,Disconnections End Of Q2,Disconnections End Of Q3,Disconnections End Of Q4,Customers with Arrears End Of Q1,Amount of Arrears End of Q1,Customers with Arrears End Of Q2,Amount of Arrears End of Q2,Customers with Arrears End Of Q3,Amount of Arrears End of Q3,Customers with Arrears End of Q4,Amount of Arrears End of Q4,Added to Tax Roll,Amount Added to Tax Rol,
2022,180,Antigo Utilities,AB,Water,,,,648,,,,56,368,20960,326,14649,508,30044,506,34042,334,24987,
2022,70,Village of Allouez Water Department,AB,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,174,53970,
2022,50,Algoma Utility Commission,AB,Water,,,,564,,,,12,23,1427,25,1890,22,1719,32,1538,5,636,
2022,6800,Village of Wrightstown Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,6760,Wonewoc Electric and Water Utility,C,Water,,,,672,,,,25,0,0,0,0,0,0,64,12285,3,201,
2022,6620,Wisconsin Dells Municipal Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,12,560,
2022,6580,Winneconne Water Utility,C,Water,,,,0,,,,0,160,41049,196,55003,186,63846,172,54824,93,47135,
2022,6572,Windsor Water Utility,C,Water,,,,60,,,,1,177,13603,110,13157,145,16772,190,10949,63,11446,
2022,6540,Williams Bay Municipal Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,6530,Whiting Municipal Water And Sewer Utility,C,Water,,,,23,,,,0,38,3905,35,3811,21,2635,48,3494,9,1058,
2022,6520,Whitewater Municipal Water Utility,C,Water,,,,1014,,,,21,447,73003,574,97972,581,79319,552,77162,122,32275,
2022,6500,Whitehall Municipal Water Utility,C,Water,,,,603,,,,0,0,0,0,0,0,0,127,10740,4,610,
2022,6430,West Salem Municipal Joint Water and Sewer Utility,C,Water,,,,0,,,,0,172,11890,196,16655,126,14254,241,16551,92,23185,
2022,6400,City of Westby Municipal Electric and Water Utility,C,Water,,,,0,,,,0,298,6335,301,5435,314,5994,243,6810,2,96,
2022,6390,Brookfield Tn Of  Sanitary Dist No 4,C,Water,,,,0,,,,0,0,0,0,0,0,0,11947,124,77,59880,
2022,6335,Harrison Utilities,C,Water,,,,0,,,,0,275,15604,248,16179,240,15574,284,12251,15,3586,
2022,6325,Wautoma Public Water Utility,C,Water,,,,840,,,,36,31,5165,30,4583,34,5862,113,17179,40,22141,
2022,6210,Village of Waterford Water and Sewer Utility,C,Water,,,,0,,,,0,398,105862,333,148695,369,194793,362,83482,122,130881,
2022,6180,Walworth Municipal Water And Sewer Utility,C,Water,,,,0,,,,0,113,20193,188,21936,239,23232,234,19736,25,16274,
2022,6140,City of Viroqua Municipal Water Utility,C,Water,,,,1722,,,,21,135,18197,153,17122,156,16927,161,17348,11,726,
2022,6130,Viola Municipal Water And Electric Utility,C,Water,,,,37,,,,1,0,0,0,0,0,0,89,34967,20,17275,
2022,6020,Union Grove Municipal Water Utility,C,Water,,,,325,,,,0,1,39173,2,54943,3,73455,4,42454,0,0,
2022,5940,Trempealeau Municipal Electric and Water Utility,C,Water,,,,1085,,,,0,0,0,0,0,0,0,63,3085,4,295,
2022,5930,Tomahawk Municipal Water and Sewer Utility,C,Water,,,,0,,,,0,342,42651,331,52318,356,64490,294,15156,195,46799,
2022,5920,Tomah Water Utility,C,Water,,,,2520,,,,177,337,21655,420,29000,456,33901,446,32445,58,6828,
2022,5835,Village of Sussex Water Public Utility,C,Water,,,,0,,,,0,432,14134,415,15243,403,17250,571,19335,101,40457,
2022,5795,Suamico Water Utility,C,Water,,,,693,,,,12,0,0,0,0,0,0,239,3723,16,2338,
2022,5760,Stratford Municipal Water and Electric Utility,C,Water,,,,281,,,,6,102,21255,99,10729,114,14801,121,23738,9,1853,
2022,5670,Stanley Municipal Waterworks,C,Water,,,,557,,,,15,133,2813,149,3238,166,4409,135,2875,16,3672,
2022,5630,Spooner Municipal Utilities,C,Water,,,,2496,,,,3,195,12451,182,5106,181,4669,221,7215,1,7,
2022,5550,Village of Somerset Water Utility,C,Water,,,,0,,,,0,320,89624,376,127442,404,154201,370,63448,111,25631,
2022,5545,Village of Somers Water Utility ,C,Water,,,,0,,,,0,0,0,0,0,0,0,63,36791,63,36791,
2022,5510,Slinger Utilities,C,Water,,,,0,,,,0,189,8835,96,3113,134,3530,215,5310,11,332,
2022,5500,Sister Bay Water And Sewer Utility,C,Water,,,,28,,,,0,0,0,0,0,0,0,1,266,0,0,
2022,5440,Shorewood Municipal Water Utility,C,Water,,,,0,,,,0,565,90961,613,87578,434,55788,400,70214,176,57464,
2022,5420,Village of Sherwood Water and Sewer Utility,C,Water,,,,0,,,,0,155,37156,97,29229,103,35880,157,31958,16,1274,
2022,5377,Sheboygan Tn Of Sanitary Dist #3,C,Water,,,,0,,,,0,0,0,0,0,0,0,305,16983,48,8494,
2022,5360,Shawano Lake Sanitary District #1,C,Water,,,,119,,,,3,0,0,0,0,0,0,174,4046,7,333,
2022,5320,Seymour Municipal Water Utility,C,Water,,,,0,,,,0,121,13867,143,18384,152,20955,110,16844,51,14344,
2022,5290,Schofield Municipal Water and Sewer Utility,C,Water,,,,0,,,,0,65,18564,66,31022,86,33249,79,11400,48,29608,
2022,5270,Saukville Municipal Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,172,7595,85,63939,
2022,5260,Sauk City Municipal Water and Light Utility,C,Water,,,,677,,,,95,100,100,0,0,0,0,0,0,6,1424,
2022,5220,St Croix Falls Municipal Water Utility,C,Water,,,,102,,,,5,157,48721,186,51202,149,15624,69,7235,22,5986,
2022,5180,Rothschild Municipal Water Utility,C,Water,,,,438,,,,2,325,32565,284,15760,311,14721,202,20411,22,1132,
2022,5159,Town of Rome Water Utility,C,Water,,,,0,,,,0,1404,74291,1193,60985,1150,65583,482,20720,593,49861,
2022,5071,Richland Center Water Utility,C,Water,,,,6000,,,,10,0,8684,0,7145,0,8308,199,8872,14,773,
2022,5045,Rib Mountain San Dist,C,Water,,,,0,,,,0,0,0,0,0,0,0,215,13650,71,23884,
2022,5010,City of Rhinelander Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,369,94226,
2022,4890,Pulaski Water Department,C,Water,,,,32,,,,0,0,0,0,0,0,0,165,34859,71,32342,
2022,4880,Princeton Municipal Water and Electric Utility,C,Water,,,,72,,,,0,375,18750,215,10750,178,8900,195,9750,13,1777,
2022,4850,City of Prescott Municipal Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,355,23470,93,37195,
2022,4830,Prairie Du Sac Municipal Electric and Water,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,4820,Prairie Du Chien Municipal Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,260,17000,134,29329,
2022,4810,Poynette Municipal Water Utility,C,Water,,,,451,,,,5,23,1903,24,620,26,2168,27,2172,6,370,
2022,4770,Port Edwards Water Utility,C,Water,,,,740,,,,5,4,112,3,101,3,142,1,18,5,353,
2022,4760,Portage Water Utility,C,Water,,,,709,,,,46,3076,38265,3085,41307,3107,46962,3081,39651,33,6596,
2022,4625,City of Pewaukee Water Utility,C,Water,,,,0,,,,0,2545,196564,2646,219220,2696,330880,3009,228103,80,18570,
2022,4620,Village of Pewaukee Water Utility,C,Water,,,,0,,,,0,57,6454,205,17863,205,24489,205,20076,106,31278,
2022,4610,Peshtigo Municipal Water Utility,C,Water,,,,248,,,,4,14,1424,17,1648,166,25209,140,34657,3,1128,
2022,4585,Village of Bloomfield Utility Department,C,Water,,,,1472,,,,68,177,44385,119,25516,82,22298,93,16069,35,9397,
2022,4550,Park Falls Municipal Water Utility,C,Water,,,,425,,,,15,28,6095,31,6238,25,3860,45,8046,9,4029,
2022,4460,Osceola Municipal Water Utility,C,Water,,,,60,,,,2,0,0,0,0,0,0,0,0,5,1056,
2022,4430,Oostburg Municipal Water Utility,C,Water,,,,0,,,,0,44,9922,49,19320,57,29193,17,3010,26,28566,
2022,4400,City of Omro Water Utility,C,Water,,,,868,,,,15,62,700,83,3002,60,1536,152,919,15,1703,
2022,4360,Oconto Falls Water And Light Commission,C,Water,,,,3000,,,,21,111,2560,129,3646,120,3546,125,3624,3,128,
2022,4350,Oconto Utility Commission,C,Water,,,,1024,,,,33,237,28834,0,0,0,0,0,0,17,12722,
2022,4230,North Fond Du Lac Water Utility,C,Water,,,,3191,,,,144,0,0,0,0,0,0,333,29999,39,16746,
2022,4140,New Richmond Municipal Water Utility,C,Water,,,,1108,,,,22,0,0,0,0,0,0,805,33307,57,2316,
2022,4120,City of New Lisbon Electric and Water Utility,C,Water,,,,375,,,,2,116,2101,124,2002,132,2154,138,2263,2,278,
2022,4110,New Holstein Public Utility,C,Water,,,,171,,,,1,9,100,8,287,18,251,12,158,2,240,
2022,4100,New Glarus Light And Water Works,C,Water,,,,418,,,,4,0,0,0,0,0,0,86,62063,1,135,
2022,4050,Nekoosa Municipal Water Utility,C,Water,,,,0,,,,0,624,55194,565,49139,606,61320,679,81400,36,7699,
2022,4040,City of Neillsville Municipal Water Utility,C,Water,,,,689,,,,4,14,2253,12,3241,14,3984,0,0,21,5713,
2022,4005,City of Muskego Water Public Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,125,38245,
2022,4000,Muscoda Light And Water Utility,C,Water,,,,1041,,,,1,121,2049,129,1458,135,1578,127,2126,2,38,
2022,3980,Mukwonago Municipal Water Utility,C,Water,,,,620,,,,11,0,0,0,0,0,0,88,6631,16,3604,
2022,3950,Mount Horeb Water And Sewer Utility,C,Water,,,,0,,,,0,225,19603,0,0,0,0,0,0,4,203,
2022,3890,Mosinee Municipal Water And Sewer Utility,C,Water,,,,0,,,,0,417,54973,582,79930,484,96022,456,53518,75,46700,
2022,3800,Monona Water Utility,C,Water,,,,8,,,,0,0,0,0,0,0,0,90,64545,114,59054,
2022,3780,Mondovi Municipal Water And Sewer Utility,C,Water,,,,111,,,,0,279,128808,283,132791,312,157824,284,138159,51,28147,
2022,3740,Mineral Point Municipal Water Utility,C,Water,,,,1574,,,,4,0,0,0,0,0,0,140,15588,10,2347,
2022,3700,City of Milton Municipal Water Utility,C,Water,,,,0,,,,0,1574,273673,424,120407,1652,332423,634,82190,147,91281,
2022,3620,Merrillan Municipal Electric and Water Utility,C,Water,,,,597,,,,7,0,0,0,0,0,0,47,2160,3,690,
2022,3610,Merrill Water Utility,C,Water,,,,3220,,,,34,11,615,18,943,23,1351,43,6114,71,28721,
2022,3520,Medford Water works,C,Water,,,,0,,,,0,0,0,0,0,0,0,10,1412,10,1412,
2022,3490,Mcfarland Water and Sewer Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,213,51383,0,0,
2022,3460,Mayville Municipal Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,87,26770,
2022,3450,City of Mauston Municipal Water Utility,C,Water,,,,1217,,,,39,1015,26687,1081,30571,1081,35360,1584,84160,18,2779,
2022,3410,Marshall Water And Sewer Utility,C,Water,,,,93,,,,5,1079,88567,1064,105573,1074,94285,1046,86525,37,8494,
2022,3095,Town of Lawrence Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,55,9927,18,8284,
2022,3030,Lancaster Municipal Water Utility,C,Water,,,,0,,,,0,182,36439,195,41584,186,43361,86,23778,36,17251,
2022,2985,Lakeland Sanitary District #1,C,Water,,,,188,,,,2,0,0,0,0,1,147,1,147,1,147,
2022,2975,Village of Lake Delton Water Utility,C,Water,,,,0,,,,0,79,3735,90,6203,46,6084,83,3127,39,4885,
2022,2973,Lake Como Sanitary District #1,C,Water,,,,803,,,,102,10,3584,13,2229,12,3043,20,2582,12,953,
2022,2940,Ladysmith Municipal Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,2901,Kronenwetter Water Utility,C,Water,,,,256,,,,23,280,37728,246,35977,138,19359,205,26273,29,4972,
2022,2870,Kimberly Municipal Water Utility,C,Water,,,,0,,,,0,419,113074,436,142462,462,178042,450,81159,150,102677,
2022,2850,City of Kiel Utilities,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,2840,Kewaunee Municipal Water Utility,C,Water,,,,306,,,,0,0,0,0,0,0,0,148,38090,2,1490,
2022,2830,Kewaskum Municipal Water Utility,C,Water,,,,93,,,,4,0,0,0,0,0,0,50,9636,5,1296,
2022,2790,Juneau Utility Commission,C,Water,,,,1,,,,1,91,6123,60,2254,66,2547,86,3472,11,533,
2022,2770,Johnson Creek Water Utility,C,Water,,,,237,,,,17,159,19071,172,18195,173,10294,161,7453,2,307,
2022,2752,Jefferson Water Utility,C,Water,,,,3,,,,0,0,0,0,0,0,0,0,0,21,1877,
2022,2720,Village of Jackson Water Utility,C,Water,,,,788,,,,77,18,5720,17,6548,23,14350,73,13573,11,4874,
2022,2610,Village of Hortonville Water and Sewer,C,Water,,,,0,,,,0,172,122482,198,146223,186,153252,177,118695,60,32613,
2022,2600,City of Horicon Water Utility,C,Water,,,,1651,,,,47,0,0,0,0,0,0,157,37065,14,2195,
2022,2590,Holmen Municipal Water Utility,C,Water,,,,300,,,,40,834,30278,774,43186,896,53598,817,23817,157,32542,
2022,2573,Village of Hobart Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,159,30224,51,35943,
2022,2510,Hazel Green Municipal Utility,C,Water,,,,818,,,,0,0,0,0,0,0,0,81,4022,2,5152,
2022,2500,City of Hayward Waterworks And Sewer,C,Water,,,,228,,,,10,120,4066,44,2061,53,2290,143,3593,3,271,
2022,2480,Hartland Municipal Water Utility,C,Water,,,,1253,,,,0,0,0,0,0,0,0,93,6435,59,8480,
2022,2428,Village of Lake Hallie Public Works,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,108,20875,
2022,2375,Greenville Utilities,C,Water,,,,0,,,,0,274,19612,356,28757,339,35885,317,16839,52,17108,
2022,2200,Village of Genoa City Municipal Water Utility,C,Water,,,,0,,,,0,158,56460,195,72221,185,75391,126,24084,58,35871,
2022,2135,Freedom Sanitary District No 1,C,Water,,,,0,,,,0,97,12092,89,14647,105,19847,106,8753,38,13494,
2022,2090,Village of Fox Point Water Utility,C,Water,,,,0,,,,0,605,193924,624,246227,584,267918,601,186745,147,143982,
2022,2020,Fontana Municipal Water Utility,C,Water,,,,0,,,,0,270,26596,271,26946,363,54801,0,0,62,13476,
2022,1980,Fennimore Water And Light Plant,C,Water,,,,939,,,,31,0,0,0,0,0,0,122,2702,11,960,
2022,1880,City of Evansville Water and Light,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,1850,Elroy Municipal Electric And Water Utility,C,Water,,,,674,,,,3,115,20717,109,21186,108,23461,143,42557,9,741,
2022,1820,Ellsworth Municipal Water And Sewer Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,1760,Edgerton Municipal Water Utility,C,Water,,,,1400,,,,35,220,15646,101,8725,82,3179,134,6461,40,10352,
2022,1730,Village of East Troy Municipal Water Utility,C,Water,,,,933,,,,0,29,6828,20,4709,29,7862,27,6939,11,4842,
2022,1650,Dodgeville Water Utility,C,Water,,,,808,,,,47,0,0,0,0,0,0,232,24054,3,392,
2022,1615,Ledgeview Sanitary District No 2,C,Water,,,,0,,,,0,0,0,0,0,0,0,2471,601606,148,40058,
2022,1590,Delavan Water and Sewage Commission,C,Water,,,,2810,,,,152,0,0,0,0,0,0,2300,17260,29,2898,
2022,1580,DeForest Municipal Water Utility,C,Water,,,,1708,,,,28,0,0,0,0,0,0,12,371,11,2955,
2022,1570,Deerfield Water Utility,C,Water,,,,413,,,,38,6,1285,6,530,6,1167,27,3028,27,3028,
2022,1560,Darlington Municipal Water And Sewer Utility,C,Water,,,,191,,,,17,0,0,0,0,0,0,4,1360,0,0,
2022,1490,Cumberland Municipal Utility,C,Water,,,,804,,,,0,129,3084,130,3270,109,2813,203,4841,2,128,
2022,1470,Cuba City Electric and Water Utility,C,Water,,,,989,,,,1,0,0,0,0,0,0,1299,71,13,462,
2022,1450,Cross Plains Water Utility,C,Water,,,,0,,,,0,116,12283,126,16490,139,22128,129,9279,43,14410,
2022,1390,Cottage Grove Water and Sewer Utility,C,Water,,,,0,,,,0,162,53405,203,76534,208,100875,192,47895,73,59145,
2022,1370,Cornell Municipal Water And Electric Utility,C,Water,,,,1240,,,,2,95,1867,107,2282,116,2394,112,2122,16,1910,
2022,1310,Combined Locks Water Utility,C,Water,,,,118,,,,0,0,0,0,0,0,0,72,10312,43,13979,
2022,1200,Clintonville Water and Electric Utility,C,Water,,,,3757,,,,0,0,0,0,0,0,0,297,10380,28,3764,
2022,1100,Chilton Municipal Water Utility,C,Water,,,,18,,,,1,11,1581,6,501,6,1252,7,817,53,4189,
2022,1080,Chetek Municipal Water Utility,C,Water,,,,1000,,,,105,172,19305,198,24174,176,22615,180,23194,16,5538,
2022,970,Cashton Municipal Electric And Water Utility,C,Water,,,,65,,,,1,86,6838,90,6359,99,7253,108,7963,0,0,
2022,935,Campbell Water Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,890,Cadott Light And Water Municipal Utility,C,Water,,,,195,,,,0,0,0,0,0,0,0,174,2082,7,329,
2022,860,Butler Public Water Utility,C,Water,,,,0,,,,0,144,56043,162,72370,94,75430,0,0,81,16774,
2022,840,Burlington Municipal Waterworks,C,Water,,,,0,,,,0,288,44337,311,58753,320,71046,300,32054,200,83737,
2022,740,Brodhead Water And Light Commission,C,Water,,,,493,,,,0,53,21885,66,9785,83,17273,162,12273,4,142,
2022,710,Brillion Municipal Water Utility,C,Water,,,,0,,,,0,152,33430,157,34724,151,44442,192,28344,35,16976,
2022,650,Boscobel Municipal Utilities,C,Water,,,,1019,,,,23,22,2455,20,2415,30,2771,18,2331,11,3401,
2022,585,City of Bloomer Water Utility,C,Water,,,,0,,,,0,161,8610,104,3537,85,2835,165,6793,3,78,
2022,531,Village of Black Earth Water Utility,C,Water,,,,0,,,,0,63,1802,77,2318,78,2031,77,2234,17,3452,
2022,480,Berlin Municipal Water And Sewer Utility,C,Water,,,,838,,,,12,0,23364,0,27382,0,28167,481,42425,75,10155,
2022,460,Benton Municipal Electric And Water Utility,C,Water,,,,565,,,,5,0,0,0,0,0,0,46,10138,2,57,
2022,440,Belmont Municipal Water And Electric Utility,C,Water,,,,317,,,,0,32,574,33,566,37,344,26,317,0,0,
2022,420,Belleville Municipal Water and Sewer Utility,C,Water,,,,0,,,,0,0,0,163,17280,195,20239,178,13459,45,12433,
2022,380,Barron Light And Water Utility,C,Water,,,,1650,,,,20,1080,26110,1057,20696,1058,20587,1047,20008,15,1583,
2022,350,Bangor Municipal Utility,C,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,320,Baldwin Municipal Water Utility,C,Water,,,,220,,,,11,3,552,4,382,17,2511,11,1182,0,0,
2022,230,Argyle Municipal Electric and Water Utility,C,Water,,,,660,,,,0,0,0,0,0,0,0,20,6215,10,452,
2022,210,Arcadia Electric and Water Utility,C,Water,,,,1989,,,,0,158,36232,143,34850,170,34697,175,36177,11,405,
2022,140,Amery Municipal Joint Water and Sewer Utility,C,Water,,,,0,,,,66,110,15787,110,15787,110,15787,110,15787,10,2869,
2022,120,Altoona Municipal Water And Sewer Utility,C,Water,,,,0,,,,0,640,41138,646,37651,690,52330,750,39008,142,20517,
2022,51,Algoma Sanitary District No 1,C,Water,,,,0,,,,0,30,5789,37,8576,34,10355,24,3294,25,5695,
2022,6820,Yuba Municipal Waterworks,D,Water,,,,10,,,,0,0,0,0,0,0,0,0,0,1,54,
2022,6819,Town of Yorkville Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,6818,Wyocena Municipal Water and Sewer Utility,D,Water,,,,32,,,,1,16,3904,2,54,26,4996,22,4319,10,1933,
2022,6810,Town of Wrightstown Sanitary District 1,D,Water,,,,0,,,,0,15,8704,20,11299,14,8097,0,0,14,9781,
2022,6790,Woodville Water And Sewer Utility,D,Water,,,,356,,,,10,472,28078,482,30170,521,37670,523,33072,0,0,
2022,6740,Wittenberg Municipal Water and Sewer Utility,D,Water,,,,434,,,,17,33,5618,46,8839,40,8034,48,10415,3,1125,
2022,6730,Withee Municipal Water Utility,D,Water,,,,44,,,,2,18,1602,25,1673,20,1615,35,2264,3,494,
2022,6600,Wiota Sanitary District Number One,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,6,2245,
2022,6590,Village of Winter Water Utility,D,Water,,,,10,,,,1,12,1085,34,3577,18,3326,24,3683,2,783,
2022,6560,Wind Point Municipal Water Utility,D,Water,,,,0,,,,0,134,217,204,333,133,341,187,369,34,12696,
2022,6550,Wilton Municipal Water and Sewer Utility,D,Water,,,,120,,,,1,13,1377,24,2441,20,1084,48,3099,0,0,
2022,6545,Village of Wilson Municipal Water Utility,D,Water,,,,0,,,,0,27,4155,35,4759,60,8520,60,10817,0,0,
2022,6510,Whitelaw Municipal Water And Sewer Utility,D,Water,,,,38,,,,0,4,1856,0,0,0,0,0,0,1,495,
2022,6505,Village of White Lake Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,28,14027,
2022,6475,Village of Wheeler Municipal Water Utility,D,Water,,,,9,,,,2,66,37110,62,38794,64,48768,48,42268,2,5453,
2022,6470,Weyerhaeuser Municipal Water Utility,D,Water,,,,27,,,,3,33,12309,33,12409,40,12912,40,12912,9,7427,
2022,6450,City of Weyauwega Water and Sewer Utility,D,Water,,,,386,,,,1,81,16550,56,13449,75,18078,83,19555,41,2951,
2022,6445,Westport Water Utility District,D,Water,,,,0,,,,0,13,705,13,1094,13,1564,13,290,13,2227,
2022,6385,Westboro San Dist Wtr system,D,Water,,,,18,,,,3,0,0,8,5052,4,3433,25,9827,1,1338,
2022,6370,West Baraboo Municipal Water and Sewer Utility,D,Water,,,,59,,,,6,100,6461,115,7411,141,11573,154,12300,5,1977,
2022,6350,Village of Webster Municipal Water Utility,D,Water,,,,53,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,6330,Wauzeka Municipal Water Utility,D,Water,,,,23,,,,0,358,54265,142,15665,144,13699,128,11641,5,1072,
2022,6310,Wausaukee Water and Sewer Utility,D,Water,,,,71,,,,0,0,0,0,0,0,0,2,272,3,320,
2022,6190,Washburn Municipal Water And Sewer Utility,D,Water,,,,193,,,,3,23,2143,23,1354,51,2148,25,2790,28,13191,
2022,6185,Warrens Municipal Water and Sewer Utilities,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,6170,Waldo Water And Sewer Utility,D,Water,,,,0,,,,0,50,2824,47,3616,45,3968,36,1878,17,2258,
2022,6160,Wabeno Sanitary District No 1,D,Water,,,,20,,,,3,10,569,5,954,0,1211,5,641,3,767,
2022,6110,Vesper Municipal Water And Sewer Utility,D,Water,,,,88,,,,0,26,1915,26,1126,31,1535,5,311,0,0,
2022,6060,Valders Public Utility,D,Water,,,,89,,,,7,0,0,0,0,0,0,1,207,0,0,
2022,6010,Village of Union Center Water Utility,D,Water,,,,25,,,,0,0,0,0,0,0,0,21,10191,0,0,
2022,5970,Turtle Lake Municipal Water and Sewer Utility,D,Water,,,,110,,,,9,23,2080,23,2015,22,2292,21,983,23,3055,
2022,5960,Troy Center Sanitary District #1,D,Water,,,,0,,,,0,9,4156,11,4805,13,5833,13,6409,14,6433,
2022,5935,Tony Municipal Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,5910,Tigerton Municipal Water and Sewer Utility,D,Water,,,,30,,,,0,70,2361,82,3072,86,4345,102,4691,6,1360,
2022,5900,Three Lakes Sanitary District No 1,D,Water,,,,0,,,,0,36,9384,46,18734,44,245547,47,7955,10,12012,
2022,5880,Thorp Municipal Water And Sewer Utility,D,Water,,,,102,,,,2,102,15830,90,16928,96,16255,143,8914,19,3227,
2022,5870,Theresa Municipal Water And Sewer Utility,D,Water,,,,520,,,,3,159,1734,95,2460,64,4303,0,0,6,2936,
2022,5860,Tennyson Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,16,6320,4,3587,
2022,5840,Village of Taylor Water Utility,D,Water,,,,160,,,,3,41,4569,38,4825,49,4961,59,5555,5,1040,
2022,5830,Village of Suring Water Utility,D,Water,,,,316,,,,0,0,0,0,0,0,0,68,11123,14,3078,
2022,5770,Strum Municipal Utilities,D,Water,,,,281,,,,0,252,6376,337,8942,243,5267,214,3477,4,2770,
2022,5730,Stone Lake Sanitary District,D,Water,,,,17,,,,0,15,2157,11,1838,17,2269,13,1562,0,0,
2022,5720,Stoddard Municipal Water Utility,D,Water,,,,0,,,,0,30,2380,54,4439,50,7706,9,464,26,8174,
2022,5715,Stockbridge Water Utility,D,Water,,,,65,,,,0,36,3081,23,1851,25,2308,40,3298,8,896,
2022,5700,Stitzer Sanitary District,D,Water,,,,20,,,,1,0,0,0,0,0,0,1,283,0,0,
2022,5683,Stetsonville Water Utility,D,Water,,,,89,,,,1,26,4253,32,4468,32,5891,53,10668,2,335,
2022,5675,Star Prairie Municipal Water Utility,D,Water,,,,29,,,,0,23,1688,31,1118,22,1308,40,1953,2,742,
2022,5650,Spring Valley Waterworks,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,5640,Spring Green Municipal Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,99,5876,25,8051,
2022,5620,Spencer Municipal Water Utility,D,Water,,,,273,,,,1,32,1380,32,1213,36,1439,30,867,2,46,
2022,5600,South Wayne Municipal Water Utility,D,Water,,,,60,,,,0,0,0,0,0,0,0,25,3617,1,140,
2022,5520,Village of Soldiers Grove Municipal Water Utility,D,Water,,,,12,,,,3,0,0,0,0,0,0,22,7831,16,2452,
2022,5480,Siren Municipal Water Utility,D,Water,,,,0,,,,0,51,7521,29,6889,29,7243,58,4277,18,6171,
2022,5470,Shullsburg Water Utility,D,Water,,,,306,,,,3,0,1528,0,2093,0,1491,0,1980,2,153,
2022,5450,Village of Shorewood Hills Water Utility,D,Water,,,,0,,,,0,15,966,1,27,27,1731,0,0,10,2479,
2022,5430,Shiocton Municipal Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,5400,Shell Lake Municipal Utilities,D,Water,,,,0,,,,0,272,7417,792,118438,166,30598,68,267,65,10592,
2022,5395,Sheldon Municipal Water Utility,D,Water,,,,0,,,,0,24,2112,22,3278,12,960,25,1471,17,4169,
